glottocode,longitude,latitude,avgmonth_wnd,minmonth_wnd,maxmonth_wnd
manx1243,-4.45437,54.2604,5.658333333333333,4.6000000000000005,6.8
maor1246,176.541,-38.2881,2.158333333333333,1.9000000000000001,2.5
mapu1244,118.75,6.09061,1.8666666666666667,1.4000000000000001,2.6
mara1382,93.0387,22.1138,1.5083333333333333,1,2.2
mara1404,124.175,7.79414,1.5250000000000001,1.4000000000000001,1.7
mara1378,76.6665,17.9344,2.55,1.8,3.8000000000000003
mara1385,134.865,-14.7927,2.2583333333333333,1.7,2.7
mars1254,167.73,8.72,2.625,2,2.9
mart1256,123.66842240336,-23.350911655789,3.8833333333333333,3.5,4.3
masa1300,36.4573,-3.1419,2.816666666666667,2.3000000000000003,3.6
masb1238,123.63579,12.21453,2.7666666666666666,2.2,3.2
maya1287,267.1557966206964,17.423987813269193,3.375,2.7,3.9
mbay1241,15.7328,8.23066,1.4583333333333333,1.1,1.8
mbuk1240,22.5026,-17.6827,1.225,1,1.6
medi1245,281.4608,-1.04518,3.6083333333333334,3.3000000000000003,4
mele1250,168.275,-17.6841,3.025,2.7,3.2
mesk1242,271,44,4.575,3.8000000000000003,5.2
mexi1248,-1.11788,40.4414,3.6416666666666666,3.1,4.2
mikm1235,296,46,5.016666666666667,4.2,5.7
midd1344,108.9,34.27,1.7,1.4000000000000001,2
midd1317,-1.11,51.65,4.083333333333333,3.6,4.6000000000000005
midd1343,10.599,48.254,2.5166666666666666,2,3
midl1243,-1,53,4.458333333333333,3.9,5.1000000000000005
mind1253,119.5,26,2.7333333333333334,2.4,3.1
minn1241,118.17,24.5,3.0500000000000003,2.6,3.5
misi1243,152.696,-10.6821,3.591666666666667,2.9,4.3
misi1242,94.69,27.418,1.2750000000000001,0.7000000000000001,2.1
lush1249,92.6247,22.6138,1.375,0.9,2.1
mode1248,23.13,38.36,1.5166666666666666,1.2,1.7
hebr1245,35.0179,31.1056,3.0583333333333336,2.5,3.4
moki1238,159.776,6.65651,2.625,2,2.9
monn1252,98.122465,15.49394,0.8500000000000001,0.6,1.1
moro1292,-7.5,32.5,2.6833333333333336,2.1,3.1
luxe1241,6.14931,49.6839,3.691666666666667,3.1,4.2
mota1237,167.690924,-13.835361,2.45,2.2,2.6
mudb1240,132.329,-16.7694,2.4333333333333336,1.9000000000000001,2.7
muna1247,122.541,-5.40419,2.3916666666666666,2,3
mund1320,85.85,23.03,1.6,0.9,2.3000000000000003
mung1266,10.0294,5.89752,1.825,1.5,2.4
muru1266,146.546,-28.9618,3.025,2.3000000000000003,3.7
mush1238,42.6626,0.00689,3.7333333333333334,3.1,4.3
mwag1236,8.96522,9.47205,3.5583333333333336,2.9,3.9
misk1235,275.7058,15.1576,7.125,6.1000000000000005,7.9
sout2856,168.377,-17.7006,3.025,2.7,3.2
naka1262,150.888,-5.59931,2.791666666666667,2.3000000000000003,3.2
nanc1247,93.3921,7.94812,3.2,2.5,4.5
nand1266,35.408478,0.793737,3.1833333333333336,2.5,3.7
naro1249,20.7458,-22.0939,1.6666666666666667,1.3,2.1
yong1270,100.9,27.8,1.8916666666666668,1.4000000000000001,2.7
nava1243,250.62,36.33,4.158333333333333,3.3000000000000003,5.1000000000000005
ncan1245,10.5312,6.50696,1.7583333333333333,1.5,2.1
ndau1241,33.1739,-20.1239,2.6,2.1,3.2
ndon1254,17.35,-17.22,1.3416666666666668,1.1,1.6
nenn1238,142.032,-8.62183,4.291666666666667,3.3000000000000003,5.3
neng1238,167.964,-21.5305,3.6083333333333334,3.3000000000000003,3.8000000000000003
nucl1706,48.8128,31.3443,2.591666666666667,1.8,3.6
nepa1254,85,28,1.4000000000000001,0.8,1.9000000000000001
nezp1238,243.592,46.3073,3.791666666666667,3.3000000000000003,4.5
ngaa1240,127.602,-25.7514,3.875,3.1,4.5
ngal1292,133.936,-13.9783,2.15,1.7,2.5
ngan1295,134.649,-12.8448,2.75,2.3000000000000003,3.2
ngar1288,129.0308,-21.0231,3.0083333333333333,2.7,3.4
yann1237,134.877,-12.0853,3.158333333333333,2.7,3.7
niue1239,190.14,-19.06,5.641666666666667,5.3,6.3
nort2943,216.23,69.582,3.408333333333333,3,3.9
nort2697,46.4737,40.97768,2.0500000000000003,1.8,2.3000000000000003
nort2671,22.1113,68.725,2.8833333333333333,2.5,3.5
nort2952,239.355,40.4102,3.316666666666667,2.7,4
nort2875,121.454,15.6913,2.1083333333333334,1.8,2.4
nort2810,-8.1409,5.17103,1.9000000000000001,1.1,2.5
nort2646,71.33,34,1.2833333333333334,0.9,1.7
nort2740,100.20739,18.857495,0.8166666666666667,0.5,1.1
tosk1239,20,41,1.925,1.7,2.2
nort2690,69.211,40.886,2.775,2.5,3.2
yaki1237,239.244,46.2655,3.5166666666666666,3.1,4
nort2961,272.2138,51.6192,3.85,3.5,4.5
norw1258,10.71,59.92,3.975,3.4,4.3
nuer1246,32.3829,8.13911,2.091666666666667,1.7,2.8000000000000003
nugu1241,133.908,-31.9899,4.383333333333334,3.4,5.2
nung1283,104.286,20.8965,1.825,1.5,2.1
nupe1254,5.40031,9.18404,1.9333333333333333,1.6,2.4
nuuc1236,233.33,49.67,4.816666666666666,3.8000000000000003,5.4
nyan1308,32.8108,-14.8047,2.0083333333333333,1.4000000000000001,3
nyan1307,30.548,-0.46364,2.0166666666666666,1.8,2.2
nyol1238,33.9181,0.88072,2.466666666666667,2.3000000000000003,2.6
nzim1238,-2.81123,5.1785,1.6,1.4000000000000001,1.9000000000000001
oriy1255,85,21,2.6416666666666666,1.6,4
oksa1245,142.177,-5.20797,2.691666666666667,2.5,2.9
oldb1248,-3.78934,48.2452,4.716666666666667,4.1,5.2
oldc1244,114.32,36.12,2.533333333333333,1.9000000000000001,3.3000000000000003
olde1238,-1.31,51.06,4.166666666666667,3.6,4.7
oldf1239,1.11,48.8,4.158333333333333,3.6,4.7
oldk1249,103.866667,13.4125,1.6500000000000001,1.4000000000000001,1.9000000000000001
oldn1244,10.38,63.42,4.625,3.6,5.7
oldn1245,31.748657,18.760713,3.125,2.7,3.5
olds1249,-3.9,41.5,3.25,2.9,3.6
orok1265,143.12819,49.36393,3.9,3.1,4.5
orok1267,145.34,-7.81309,3.9000000000000004,3.1,4.7
osag1243,263.7051,36.7828,5.008333333333334,4.4,5.9
paok1235,97.5969,20.211,0.9833333333333334,0.7000000000000001,1.4000000000000001
paam1238,168.23693,-16.47548,2.8583333333333334,2.6,3
pait1244,93.6136,24.0381,1.3833333333333333,0.9,2.1
paiw1248,120.806,22.3271,4.183333333333334,3.6,5.1000000000000005
pala1344,134.476678,7.34138,2.325,2.1,2.5
pali1273,82.251,24.5271,1.6583333333333334,0.9,2.9
phal1254,71.8421,35.5096,2.0500000000000003,1.6,2.6
pamp1243,120.502,14.9603,2.408333333333333,1.9000000000000001,2.7
pang1290,120.365,15.9377,2.4250000000000003,1.9000000000000001,2.9
papi1253,290.06012,12.48485,6.075,4.9,6.8
pedi1238,29.471800000000002,-24.7993,1.925,1.5,2.7
penn1240,283.6789,40.030507,4.133333333333334,3.3000000000000003,4.9
pidg1254,235,55,1.925,1.6,2.3000000000000003
pint1250,130.643,-23.2963,3.041666666666667,2.3000000000000003,3.6
plai1258,249.537,51.2437,4.608333333333333,4.2,5.1000000000000005
plat1254,47.1211,-19.5907,1.875,1.6,2.3000000000000003
plau1238,250.646132,49.578028,5.2250000000000005,4.6000000000000005,5.6000000000000005
pnar1238,92.2628,24.8237,1.1916666666666667,0.8,1.9000000000000001
pohn1238,158.223,6.87212,2.625,2,2.9
pola1255,14,52,3.8916666666666666,3.2,4.6000000000000005
poli1260,18.6255,51.8439,3.166666666666667,2.5,3.7
port1283,-8.1,39.91,3.7083333333333335,3.2,4.1
powh1243,282.79248,36.99422,4.033333333333333,3.4,4.7
pula1263,-13.4482,13.8694,1.3666666666666667,0.9,1.7
pulu1242,149.2005,7.35695,3.2666666666666666,2.8000000000000003,3.5
rabh1238,91.1689,25.8248,1.325,0.9,2
rade1240,108.41,12.979,2.341666666666667,2,2.7
ralu1237,152.114,-4.30986,2.3083333333333336,2,2.7
reel1238,30.49451,6.32234,1.9500000000000002,1.8,2.1
rend1243,37.3608,2.27065,3.625,3,4.3
renn1242,160.265,-11.6237,1.9000000000000001,1.7,2.1
rita1239,135.259,-13.4559,2.9000000000000004,2.5,3.3000000000000003
roma1327,24.2256,46.3913,1.6333333333333333,1.2,2.3000000000000003
romb1245,122.56,12.4047,3.0583333333333336,2.3000000000000003,3.9
rong1269,120.702,-8.84604,3.2416666666666667,2.7,3.8000000000000003
rotu1241,177.066,-12.5008,3.6583333333333337,3.4,3.8000000000000003
rovi1238,157.408,-8.20493,1.1083333333333334,0.9,1.4000000000000001
rung1259,116.743,6.83989,1.8583333333333334,1.5,2.2
russ1263,50,59,3.716666666666667,3,4
sgaw1245,97.7126,17.9872,0.8833333333333333,0.6,1.4000000000000001
saaa1240,161.467,-9.60258,1.2166666666666668,1,1.4000000000000001
saba1279,45.35,15.42,3.9000000000000004,3.1,5.1000000000000005
sadr1248,84.8114,23.6585,1.5750000000000002,0.9,2.2
samo1305,188.17,-13.92,5.766666666666667,5.4,6.4
sanb1242,281.6925,9.15686,3.3666666666666667,2.5,4.4
sana1295,44.8412,15.6552,3.8583333333333334,3.1,5
sang1328,20.1702,6.78584,0.7083333333333334,0.5,1
sans1269,77,20,2.1083333333333334,1.2,3.3000000000000003
sant1410,87.8185,25.0317,1.3416666666666668,1,1.7
sanz1248,47.5667,41.97796,2.5,2.3000000000000003,2.9
saur1248,77.9427,9.99172,2.85,2.2,3.4
savo1255,159.814,-9.12853,1.1833333333333333,1,1.4000000000000001
scot1243,-3.710133,55.886945,4.375,3.7,5
scot1245,-5.24366,56.7574,5.058333333333334,4.2,5.7
sele1250,147.234,-6.03532,3.4333333333333336,2.9,3.9
sema1266,101.477,4.13257,1.7,1.5,2
semb1240,116.799,4.22102,1.825,1.7,2.1
sene1264,282.47,42.56,4.575,3.7,5.4
sout1528,18.81,44.15,3.0166666666666666,2.5,3.6
shan1277,98.0342,21.5995,1.1,0.8,1.5
shan1293,121.475372,31.222902,2.966666666666667,2.7,3.3000000000000003
shat1244,29.7687,10.8525,1.775,1.2,2.4
shek1244,35.3922,7.27424,1.5333333333333334,1.4000000000000001,1.9000000000000001
shil1265,31.7926,9.85472,2.475,1.7,3.8000000000000003
shon1251,29.75725,-17.20849,2.2583333333333333,1.9000000000000001,3
shos1248,244,41,4.283333333333333,4,4.7
sici1248,14.0414,37.5735,4.325,3.4,5.2
sida1246,38.3729,6.74176,1.3416666666666668,1.1,1.7
siee1239,169.166,-18.8181,3.275,3,3.5
sina1266,147.861,-9.79791,4.333333333333334,3.3000000000000003,5.2
sind1272,69,26,2.175,0.9,4.1
sing1272,-1,53,4.458333333333333,3.9,5.1000000000000005
sinh1246,81,8,3.6083333333333334,2.3000000000000003,4.9
slov1269,18.78479,48.545705,3.041666666666667,2.6,3.5
slov1268,14.7766,46.2543,2.566666666666667,2.2,3
soma1255,45.152856,4.778704,3.041666666666667,2.2,4.2
sora1254,84.19,19.1213,3.0666666666666664,2.1,4.3
sout3283,-1,53,4.458333333333333,3.9,5.1000000000000005
koon1244,14.4771,-5.57722,1.25,1,1.5
sout2859,168.211,-16.2975,2.8583333333333334,2.6,3
raro1241,200.22,-21.23,4.575,4.5,4.8
sout2668,72.1702,33.2122,0.9833333333333334,0.5,1.4000000000000001
kach1280,97.3278,25.4634,1.2083333333333333,0.8,1.7
sout2807,27.89,-28.78,2.5166666666666666,1.9000000000000001,3.3000000000000003
sout2832,28.0613,8.81115,1.6166666666666667,1.3,2
stan1288,-1.11788,40.4414,3.6416666666666666,3.1,4.2
squa1248,236.986,49.3231,3.466666666666667,3,3.9
stan1318,43.8525,27.9625,3.625,2.7,4.6000000000000005
indo1316,109.716,-7.33458,2.4833333333333334,2,3
stan1306,101.699,3.08896,1.4500000000000002,1.3,1.7
suau1242,150.21,-10.6606,4.258333333333334,3.3000000000000003,5.1000000000000005
suda1236,33.3179,17.8021,2.541666666666667,2.2,2.9
sume1241,45.6667,31.3,3.9916666666666667,3.2,5.3
sund1252,107.106,-6.89708,2.4583333333333335,2.3000000000000003,2.7
surs1246,152.768,-3.99078,2.2416666666666667,2,2.6
suss1239,-1,53,4.458333333333333,3.9,5.1000000000000005
swah1253,37.624,-8.25605,2.9333333333333336,2.1,3.7
swat1243,31.5,-26,2.041666666666667,1.6,2.5
swed1254,17.389526,59.800634,3.958333333333333,3.5,4.3
taga1270,121.747,14.06,2.3333333333333335,1.7,3.2
tahi1242,210.55,-17.6485,4.558333333333334,4.4,4.7
taid1250,103.570496667,21.84898,1.6333333333333333,1.4000000000000001,1.9000000000000001
tain1252,99.722,21.7837,1.2833333333333334,1,1.6
taku1257,157.032085,-4.773094,1.375,1.2,1.7
tali1258,29.9494,0.676185,1.475,1.3,1.6
tali1259,160.231,-9.76764,1.3833333333333333,1.2,1.6
malo1243,167.16,-15.6835,2.6833333333333336,2.4,2.9
tami1289,78.825989,10.520219,3.2083333333333335,2.3000000000000003,4
tamp1252,-1.35467,9.75577,1.2833333333333334,0.9,1.6
tana1290,216.662,63.4046,3.575,3.2,4.1
nucl1696,11.3228,9.75444,2.725,2.3000000000000003,3.1
tang1348,153.611,-4.08824,2.0083333333333333,1.8,2.3000000000000003
tari1263,-3.430616,34.916974,3.5833333333333335,3.2,4.1
tata1255,49.11577,55.79592,3.65,3,4
taus1251,118.88,5.12236,1.8666666666666667,1.6,2.3000000000000003
diga1241,96.8803,28.4993,1.675,1.2,2.2
tbol1240,124.538,6.20377,1.9833333333333334,1.9000000000000001,2.1
tean1237,166.868,-11.6752,2.091666666666667,1.8,2.3000000000000003
tedi1235,93.519,23.6079,1.4916666666666667,1,2.1
teee1242,7.37553,4.73213,2.0083333333333333,1.7,2.2
tele1256,141.731,-5.07444,2.85,2.7,3
telu1262,78.7024,16.4529,2.541666666666667,1.7,4.2
temi1246,101.438,4.974,1.9416666666666667,1.6,2.4
teop1238,154.971,-5.67474,2.0583333333333336,1.8,2.3000000000000003
tere1278,155.745,-6.70051,1.5750000000000002,1.3,1.9000000000000001
tetu1245,125.528,-9.11217,3.6583333333333337,2.8000000000000003,4.7
thai1261,100.671,14.192,1.6333333333333333,1.2,2
thao1240,120.93,23.8333,4.383333333333334,3.7,5.3
thay1249,142.034,-14.8159,2.575,1.8,3.6
thom1243,239.807,50.1668,2.475,2.1,2.8000000000000003
tibe1272,90.1872,28.3681,2.25,1.8,2.8000000000000003
tigr1271,38.9266,15.3359,3.025,2.6,3.4
tiko1237,168.822,-12.2766,2.091666666666667,1.8,2.3000000000000003
tiri1258,165.792,-21.8147,3.6,3.3000000000000003,3.8000000000000003
tivv1240,9.26287,6.88039,1.85,1.6,2.1
tiwi1244,130.949,-11.6308,3.375,2.9,4
toab1237,160.619,-8.39233,0.9666666666666667,0.7000000000000001,1.2
toar1246,146.206,-8.07231,3.966666666666667,3.1,4.8
toho1245,248.005,31.7973,3.5500000000000003,3.3000000000000003,3.9
tokp1240,147.303,-9.41971,4.316666666666666,3.3000000000000003,5.2
toke1240,188.219167,-9.227642,5.725,5.3,6.4
tong1325,184.75,-21.17,6.066666666666666,5.6000000000000005,6.8
tonk1249,263.25,30.25,4.45,3.7,5.3
toto1302,88.975,26.67,1.1500000000000001,0.7000000000000001,1.7
trin1276,298.5829,10.4208,2.5083333333333333,2,3.2
tson1249,31.8105,-23.5754,1.8416666666666668,1.3,2.5
tswa1253,24.7587,-24.368,1.5916666666666668,1.2,2.1
tuam1242,213.678245,-16.17259,4.508333333333334,4.4,4.7
tulu1258,75.2651,12.8114,2.45,2,2.9
tumu1242,-1.79707,10.63451,1.2666666666666668,0.9,1.5
tuni1252,267.4597,30.9888,3.875,2.9,4.7
turk1308,35.7101,4.30688,2.841666666666667,2.5,3.1
nucl1301,32.8667,39.8667,2.325,1.9000000000000001,2.7
turk1304,59.17574,37.08719,2.6750000000000003,2.3000000000000003,3
tuva1244,179.198088,-8.520813,3.6583333333333337,3.4,3.8000000000000003
tuvi1240,94.36667,51.7,1.3583333333333334,0.7000000000000001,2.3000000000000003
tuwa1243,121.113,16.6646,2.2416666666666667,2.1,2.4
twee1234,153.286993,-28.028726,4.325,3.8000000000000003,4.7
tzot1259,267.26120000000003,16.6362,3.2666666666666666,2.6,3.9
ugar1238,35.78,35.6,3.7666666666666666,2.8000000000000003,4.6000000000000005
uigh1240,87.38,43.88,2.408333333333333,1.2,3.4
ukra1253,29.945,49.796,2.908333333333333,2.4,3.4
ulst1239,-3.710133,55.886945,4.375,3.7,5
unam1242,285.7,40.4,5.05,4.3,5.8
uppe1439,236.831,46.7981,3.5583333333333336,3.1,3.8000000000000003
uppe1395,14.4098,51.2403,4.608333333333333,3.7,5.5
urak1238,99.0768,7.5258,1.95,1.4000000000000001,2.4
urdu1245,67,25,2.9,1.7,4.3
urho1239,5.86148,5.31155,2.25,1.8,2.6
urip1240,167.34643,-16.00951,2.7666666666666666,2.5,3
utes1238,249.695,40.0965,4.033333333333333,3.3000000000000003,4.6000000000000005
vend1245,29.9523,-22.188,2.3333333333333335,1.5,3.2
viet1252,105.774071,20.681188,1.825,1.5,2.1
vure1239,167.451412,-13.905677,2.45,2.2,2.6
wamp1249,286.6852,41.705,4.533333333333333,3.8000000000000003,5.2
wamp1247,146.662,-6.67364,3.5583333333333336,2.9,4.2
wand1263,135.705,-14.2996,2.875,2.4,3.3000000000000003
wara1303,300.6472,7.50851,2.375,2,2.9
wara1300,125.012,11.4911,1.9583333333333335,1.7,2.4
wari1262,116.927,-24.353,3.716666666666667,3.1,4.3
warl1254,131.05,-20.1008,2.9916666666666667,2.7,3.5
wels1247,-4,52,5.4,4.3,6.5
wers1238,124.932,-8.33936,3.5083333333333333,2.7,4.5
west2721,36.7365,8.81391,1.05,0.9,1.3
west2599,143.73,-6.32097,3.591666666666667,3.1,4
west2630,287.3489,46.1381,3.466666666666667,2.8000000000000003,3.9
west2615,249.877,33.8574,3.9916666666666667,3.4,4.9
west2555,124.825,7.6682,1.4416666666666669,1.4000000000000001,1.6
west2618,263.852,64.3486,5.825,5,6.7
west2369,53.3,32.9,2.075,1.2,2.9
vlaa1240,3.11345,51.0754,5.116666666666667,4.3,5.8
west2354,5.86091,53.143,4.925000000000001,4.1,5.6000000000000005
west2624,261.2289,21.3711,2.7,2.4,3.3000000000000003
west2763,36.484,33.8162,3.4833333333333334,2.9,4.1
west1510,257.475,50.5664,4.4750000000000005,4,4.8
west2386,75.3474,30.0948,1.4833333333333334,0.8,2.3000000000000003
west2420,82.7348,28.6521,1.7666666666666666,1.1,2.4
west2452,-12.3331,8.90294,3.7333333333333334,2.5,4.4
sanj1284,263.4033,17.0332,3.0166666666666666,2.5,3.6
west2443,143.6694397,-34.13829932,2.7,2.1,3.2
wikm1247,141.81611,-13.98051,2.783333333333333,2,3.7
wilt1234,-1,53,4.458333333333333,3.9,5.1000000000000005
wira1265,134,-32,4.208333333333333,3.3000000000000003,5
wole1240,143.916,7.37957,3.2666666666666666,2.8000000000000003,3.5
nucl1347,-15.383,15.2534,1.5916666666666668,1.1,2
wuch1236,119.682,29.8621,2.5,2.3000000000000003,2.8000000000000003
nung1290,135.753,-14.2623,2.875,2.4,3.3000000000000003
xhos1239,28.0769,-31.0389,2.825,2.3000000000000003,3.5
xara1244,165.996,-21.7034,3.6583333333333337,3.4,3.8000000000000003
yabe1254,147.81,-6.67052,3.4,2.8000000000000003,4
yaga1260,145.388,-6.32432,3.65,3.1,4.1
yaka1277,122.021729,6.531023,2,1.9000000000000001,2.1
yana1271,238.392,39.2769,3.4916666666666667,2.8000000000000003,4.3
yand1253,140.583,-28.4744,3.9333333333333336,3.1,4.7
yank1247,133.577,-26.4064,3.8333333333333335,2.8000000000000003,4.5
yaoo1241,35.2387,-13.6119,3.15,2.6,3.7
yape1248,138.125,9.55811,2.325,2.1,2.5
yaqu1251,249.319,29.9446,3.0666666666666664,2.7,3.5
yeyi1239,23.6088,-18.9178,1.5583333333333333,1.4000000000000001,2
ying1247,115.58,-25.4446,4.416666666666667,3.4,5.2
yiry1245,141.767,-15.1117,2.6166666666666667,1.9000000000000001,3.5
yoga1237,121.718,16.7015,2.091666666666667,1.8,2.2
yort1237,145.01,-35.9,2.841666666666667,2.2,3.4
yoru1245,3.67225,7.15345,2.0583333333333336,1.5,2.5
yuca1254,271.0433,18.7757,2.9166666666666665,2.5,3.7
yuec1235,113,23,2.0166666666666666,1.7,2.2
gami1243,149.543,-29.9037,2.7333333333333334,2.1,3.4
yama1264,291.7352,-55.2748,4.25,3.2,5.4
zand1248,26.7157,4.62047,1.1916666666666667,1,1.4000000000000001
zigu1244,38.41138,-5.61864,3.2416666666666667,2.6,3.6
zulu1248,30.2,-28.9,2.45,2,3.1
zuni1245,251.218,35.0056,4.15,3.5,5.1000000000000005
ayiw1239,166.328715,-10.282595,1.8666666666666667,1.6,2.1
